Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,age,races,gender,education,CRT1,AC1,AC2,AC3,AC4,CRT2,CRT3,code
2020-11-17 17:07:35,2020-11-17 17:08:03,IP Address,177.235.35.118,100,27,True,2020-11-17 17:08:03,R_6D07ldaGGMqIH05,,,,,-15.779205322265625,-47.9340972900390625,anonymous,EN,30-39,Black or African American,Male,Undergraduate / Associates,0.10,,,,4,5,24,57244
2020-11-17 17:10:06,2020-11-17 17:11:18,IP Address,146.255.183.154,100,72,True,2020-11-17 17:11:18,R_2Uf8NODdKsvHKuz,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,,,4,5,24,31228
2020-11-17 17:10:52,2020-11-17 17:11:22,Spam,177.235.35.118,100,30,True,2020-11-17 17:11:22,R_xgfyNYpM2RKtaLf,,,,,-15.779205322265625,-47.9340972900390625,anonymous,EN,30-39,Black or African American,Male,Undergraduate / Associates,0.10,,,,4,5,24,89734
2020-11-17 17:10:31,2020-11-17 17:11:59,IP Address,73.240.82.174,100,88,True,2020-11-17 17:12:00,R_3MoFg4G9Hgma9jg,,,,,44.592803955078125,-123.27459716796875,anonymous,EN,30-39,White,Male,Undergraduate / Associates,0.05,,2,,,5,24,14687
2020-11-17 17:10:08,2020-11-17 17:13:03,IP Address,216.223.203.102,100,174,True,2020-11-17 17:13:03,R_31EQDFc9Hj78mOT,,,,,34.0554962158203125,-78.91840362548828125,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.10,,,,4,100,12.5,54907
2020-11-17 17:14:31,2020-11-17 17:14:56,IP Address,177.235.35.118,100,25,True,2020-11-17 17:14:56,R_3MSZ7vjDZnnEWpF,,,,,-15.779205322265625,-47.9340972900390625,anonymous,EN,30-39,Black or African American,Male,Undergraduate / Associates,0.10,,,3,,5,24,67831
2020-11-17 17:17:23,2020-11-17 17:17:45,Spam,177.235.35.118,100,22,True,2020-11-17 17:17:46,R_3KZmq27tXjCoCXM,,,,,-15.779205322265625,-47.9340972900390625,anonymous,EN,30-39,Black or African American,Male,Undergraduate / Associates,0.10,,,,4,5,24,26556
2020-11-17 17:16:57,2020-11-17 17:17:55,IP Address,189.47.63.175,100,58,True,2020-11-17 17:17:56,R_3dMlNAOwtJ5ZFB0,,,,,-22.90350341796875,-47.0565032958984375,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,1,,,,100,24,59207
2020-11-17 17:18:55,2020-11-17 17:19:34,Spam,146.255.183.154,100,39,True,2020-11-17 17:19:34,R_21bJlWASpyhp2QS,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,2,,,5,24,46914
2020-11-17 17:17:05,2020-11-17 17:20:55,IP Address,131.255.127.216,100,229,True,2020-11-17 17:20:55,R_2BtHvPvfhzhtQkV,,,,,-29.611602783203125,-51.0933074951171875,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,,,3,,5,24,44888
2020-11-17 17:20:35,2020-11-17 17:22:03,IP Address,179.54.220.213,100,87,True,2020-11-17 17:22:03,R_1Ov3X9dEPtc0VNp,,,,,-8.0117034912109375,-34.9528961181640625,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,1,,,,100,125,62227
2020-11-17 17:21:44,2020-11-17 17:22:14,Spam,177.235.35.118,100,29,True,2020-11-17 17:22:14,R_20VAwOZ4Ks83YzP,,,,,-15.779205322265625,-47.9340972900390625,anonymous,EN,30-39,Black or African American,Male,Undergraduate / Associates,0.10,1,,,,5,24,57189
2020-11-17 17:24:28,2020-11-17 17:25:07,Spam,177.235.35.118,100,39,True,2020-11-17 17:25:07,R_3MbZv6652mcnuKh,,,,,-15.779205322265625,-47.9340972900390625,anonymous,EN,30-39,Black or African American,Male,Undergraduate / Associates,0.10,,,3,,5,24,78312
2020-11-17 17:24:49,2020-11-17 17:25:18,IP Address,179.54.220.213,100,28,True,2020-11-17 17:25:18,R_12F3CCLtOEBJRMl,,,,,-8.0117034912109375,-34.9528961181640625,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,1,,,,100,125,10063
2020-11-17 17:25:23,2020-11-17 17:26:06,Spam,146.255.183.154,100,43,True,2020-11-17 17:26:07,R_1rkzKqhmPszUjsg,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,,,4,5,24,53970
2020-11-17 17:27:12,2020-11-17 17:27:46,IP Address,179.54.220.213,100,34,True,2020-11-17 17:27:46,R_3lLzmEP4Ox6zYu8,,,,,-8.0117034912109375,-34.9528961181640625,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,,,,4,100,125,50456
2020-11-17 17:29:33,2020-11-17 17:30:02,Spam,179.54.220.213,100,29,True,2020-11-17 17:30:03,R_12hwsGAThmwlw44,,,,,-8.0117034912109375,-34.9528961181640625,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,1,,,,100,125,55622
2020-11-17 17:31:09,2020-11-17 17:31:48,Spam,146.255.183.154,100,39,True,2020-11-17 17:31:48,R_RXEGlMhiCrDPjxL,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,2,,,5,24,61422
2020-11-17 17:32:16,2020-11-17 17:32:51,Spam,179.54.220.213,100,34,True,2020-11-17 17:32:51,R_2wThmUYIrjYmuoZ,,,,,-8.0117034912109375,-34.9528961181640625,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,,,,4,100,125,78043
2020-11-17 17:35:37,2020-11-17 17:36:09,Spam,146.255.183.154,100,32,True,2020-11-17 17:36:09,R_1NxHpSkj7xxueiN,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,2,,,5,24,56291
2020-11-17 17:41:24,2020-11-17 17:41:55,IP Address,146.255.183.154,100,31,True,2020-11-17 17:41:56,R_2TRBKrjIsYx9kRb,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,,3,,5,24,24733
2020-11-17 17:44:20,2020-11-17 17:45:01,IP Address,146.255.183.154,100,40,True,2020-11-17 17:45:01,R_2waSMqj8Y0rfa9c,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,1,,,,5,24,49113
2020-11-17 17:47:15,2020-11-17 17:47:48,Spam,146.255.183.154,100,32,True,2020-11-17 17:47:48,R_OiY0Ih9Pz7G6lhL,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,2,,,5,24,15425
2020-11-17 17:59:59,2020-11-17 18:04:58,IP Address,138.36.225.79,100,298,True,2020-11-17 18:04:58,R_V2LeQ4oveL0ds1b,,,,,-3.7227020263671875,-38.5247039794921875,anonymous,EN,20-29,White,Male,High school,0.10,,,3,,100,1250,95468
2020-11-20 11:12:29,2020-11-20 11:12:55,IP Address,173.27.185.86,100,25,True,2020-11-20 11:12:55,R_1MZlQg3Ott8x5Jk,,,,,30.400299072265625,-87.02880096435546875,anonymous,EN,30-39,White,Male,Undergraduate / Associates,0.05,,2,,,5,24,65279
2020-11-20 11:16:29,2020-11-20 11:17:28,IP Address,73.130.82.49,100,59,True,2020-11-20 11:17:28,R_OEiR4vnOI48sLU5,,,,,40.335601806640625,-75.97899627685546875,anonymous,EN,30-39,Asian,Male,Undergraduate / Associates,0.05,1,,,,5,24,63309
2020-11-20 11:15:20,2020-11-20 11:18:38,IP Address,177.37.211.68,100,197,True,2020-11-20 11:18:38,R_9KTzwHIpR6dtg1b,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,2,,,100,12.5,56111
2020-11-20 11:19:30,2020-11-20 11:20:40,IP Address,98.18.208.80,100,69,True,2020-11-20 11:20:40,R_qVkDN1EDHzlnAGZ,,,,,37.5731964111328125,-85.72440338134765625,anonymous,EN,20-29,White,Female,Masters / PhD,0.10,,,,4,5,24,15828
2020-11-20 11:19:50,2020-11-20 11:20:40,IP Address,75.4.196.114,100,49,True,2020-11-20 11:20:40,R_8IDqoF5kDm2g33b,,,,,33.616302490234375,-84.29450225830078125,anonymous,EN,30-39,"White,Black or African American",Male,Undergraduate / Associates,0.05,1,,,,5,24,86056
2020-11-20 11:20:52,2020-11-20 11:21:17,Spam,177.37.211.68,100,24,True,2020-11-20 11:21:17,R_33pxwNYXw38yVxf,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,2,,,100,12.5,97263
2020-11-20 11:18:22,2020-11-20 11:21:59,IP Address,191.253.103.23,100,216,True,2020-11-20 11:21:59,R_3R483TbTAJaUXav,,,,,-26.783599853515625,-49.4333038330078125,anonymous,EN,30-39,White,Male,High school,0.10,1,,,,100,13,91085
2020-11-20 11:21:35,2020-11-20 11:22:20,IP Address,177.37.211.68,100,44,True,2020-11-20 11:22:20,R_3nphIjAUJx7MgRW,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,,3,,100,12.5,13271
2020-11-20 11:20:10,2020-11-20 11:23:38,IP Address,82.61.9.221,100,208,True,2020-11-20 11:23:39,R_2sasEFChBZYl3qY,,,,,41.1121978759765625,16.854705810546875,anonymous,EN,20-29,White,Female,Masters / PhD,0.05,,,3,,5,24,76802
2020-11-20 11:19:28,2020-11-20 11:24:12,IP Address,170.82.222.132,100,283,True,2020-11-20 11:24:12,R_1pAMoxXqiM47AiC,,,,,-23.9575042724609375,-46.2277984619140625,anonymous,EN,20-29,Hispanic or Latino,Male,Masters / PhD,0.05,1,,,,5,24,14793
2020-11-20 11:23:37,2020-11-20 11:24:34,Spam,177.37.211.68,100,56,True,2020-11-20 11:24:34,R_2AWHghU4wIk49kU,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,,3,,100,12.5,65346
2020-11-20 11:24:06,2020-11-20 11:25:01,IP Address,74.71.23.203,100,54,True,2020-11-20 11:25:01,R_6gvluSzd4p6btYd,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,30-39,Asian,Male,Undergraduate / Associates,0.10,,,3,,5,24,83038
2020-11-20 11:21:35,2020-11-20 11:25:20,IP Address,85.203.46.52,100,224,True,2020-11-20 11:25:20,R_1IuA07npf5OtlJt,,,,,51.5164031982421875,-0.0930023193359375,anonymous,EN,30-39,Black or African American,Male,Masters / PhD,0.05,,2,,,100,12.5,18406
2020-11-20 11:25:24,2020-11-20 11:26:16,IP Address,191.253.103.23,100,52,True,2020-11-20 11:26:17,R_2OZ2VvOfdThLW5J,,,,,-26.783599853515625,-49.4333038330078125,anonymous,EN,30-39,White,Male,High school,0.10,,2,,,100,13,94221
2020-11-20 11:25:54,2020-11-20 11:26:23,IP Address,177.37.211.68,100,28,True,2020-11-20 11:26:23,R_1o51LCNNr3XhdKO,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,1,,,,100,12.5,91522
2020-11-20 11:26:08,2020-11-20 11:26:38,IP Address,189.47.63.175,100,29,True,2020-11-20 11:26:38,R_2TC1fBjGkkzJmRI,,,,,-22.90350341796875,-47.0565032958984375,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,,,3,,100,24,91126
2020-11-20 11:28:06,2020-11-20 11:28:36,Spam,177.37.211.68,100,29,True,2020-11-20 11:28:36,R_1ItMvAI802qQ11c,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,,3,,100,12.5,41779
2020-11-20 11:28:11,2020-11-20 11:29:19,IP Address,170.82.222.132,100,67,True,2020-11-20 11:29:19,R_3kuMj5HLTNwGL2u,,,,,-23.9575042724609375,-46.2277984619140625,anonymous,EN,20-29,Hispanic or Latino,Male,Masters / PhD,0.05,,,,4,5,24,69759
2020-11-20 11:29:56,2020-11-20 11:30:28,Spam,177.37.211.68,100,31,True,2020-11-20 11:30:28,R_R3oNwVmAkaNIxah,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,,3,,100,12.5,31005
2020-11-20 11:30:05,2020-11-20 11:30:48,IP Address,191.253.103.23,100,42,True,2020-11-20 11:30:48,R_2aUENcKNrj0HV45,,,,,-26.783599853515625,-49.4333038330078125,anonymous,EN,30-39,White,Male,High school,0.10,,,,4,100,13,58081
2020-11-20 11:30:46,2020-11-20 11:31:56,IP Address,170.82.222.132,100,70,True,2020-11-20 11:31:56,R_sYHpunkmCez4Mg1,,,,,-23.9575042724609375,-46.2277984619140625,anonymous,EN,20-29,Hispanic or Latino,Male,Masters / PhD,0.05,,2,,,5,24,26587
2020-11-20 11:32:17,2020-11-20 11:32:40,Spam,177.37.211.68,100,23,True,2020-11-20 11:32:41,R_3gMc3Sd4k0QTgh7,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,2,,,100,12.5,79300
2020-11-20 11:27:44,2020-11-20 11:32:59,IP Address,143.208.214.176,100,314,True,2020-11-20 11:32:59,R_8GKNkRryNS6h0S5,,,,,-27.1067962646484375,-48.626495361328125,anonymous,EN,30-39,White,Female,Undergraduate / Associates,0.10,,2,,,5,12.5,59177
2020-11-20 11:34:01,2020-11-20 11:34:27,Spam,177.37.211.68,100,26,True,2020-11-20 11:34:27,R_1kICi8HMwesmeaG,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,1,,,,100,12.5,69761
2020-11-20 11:35:32,2020-11-20 11:35:57,Spam,177.37.211.68,100,24,True,2020-11-20 11:35:57,R_3p4RU5Fsx4rES1P,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,2,,,100,12.5,72923
2020-11-20 11:32:51,2020-11-20 11:36:55,IP Address,5.170.8.26,100,244,True,2020-11-20 11:36:56,R_2bUm7iTrUn7j4Bc,,,,,45.07049560546875,7.686798095703125,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,,,,4,100,12.5,35472
2020-11-20 11:34:12,2020-11-20 11:37:09,IP Address,170.82.222.132,100,177,True,2020-11-20 11:37:10,R_4Hg5bG8RTDr3rJD,,,,,-23.9575042724609375,-46.2277984619140625,anonymous,EN,20-29,Hispanic or Latino,Male,Masters / PhD,0.05,,,3,,5,24,54452
2020-11-20 11:37:05,2020-11-20 11:37:33,Spam,177.37.211.68,100,27,True,2020-11-20 11:37:33,R_2wRWCLvs7Q9Ziav,,,,,-5.1381072998046875,-37.27850341796875,anonymous,EN,20-29,White,Male,Masters / PhD,0.10,,2,,,100,12.5,67936
2020-11-20 11:38:58,2020-11-20 11:39:38,Spam,191.253.103.23,100,39,True,2020-11-20 11:39:38,R_3QXjwV1vI9EUXNI,,,,,-26.783599853515625,-49.4333038330078125,anonymous,EN,30-39,White,Male,High school,0.10,,,,4,100,13,35045
2020-11-20 11:41:20,2020-11-20 11:41:52,Spam,170.82.222.132,100,32,True,2020-11-20 11:41:52,R_10xiv3SgABWI6WF,,,,,-23.9575042724609375,-46.2277984619140625,anonymous,EN,20-29,Hispanic or Latino,Male,Masters / PhD,0.05,1,,,,5,24,41338
2020-11-20 11:40:42,2020-11-20 11:42:37,IP Address,5.170.8.26,100,114,True,2020-11-20 11:42:37,R_1l6GUldQjM1w61W,,,,,45.07049560546875,7.686798095703125,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,,,3,,100,12.5,74404
2020-11-20 11:43:54,2020-11-20 11:44:56,Spam,191.253.103.23,100,61,True,2020-11-20 11:44:56,R_9FCmPzymO1ELbk5,,,,,-26.783599853515625,-49.4333038330078125,anonymous,EN,30-39,White,Male,High school,0.10,1,,,,100,13,33947
2020-11-20 11:44:18,2020-11-20 11:44:58,IP Address,5.170.8.26,100,39,True,2020-11-20 11:44:58,R_3mZn8Jt5Dp1QToR,,,,,45.07049560546875,7.686798095703125,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,1,,,,100,12.5,45556
2020-11-20 11:46:11,2020-11-20 11:46:51,Spam,5.170.8.26,100,39,True,2020-11-20 11:46:51,R_3J8k9bEHxF3cbYI,,,,,45.07049560546875,7.686798095703125,anonymous,EN,20-29,White,Male,Undergraduate / Associates,0.10,,,,4,100,12.5,88250
2020-11-20 11:46:30,2020-11-20 11:47:04,Spam,170.82.222.132,100,33,True,2020-11-20 11:47:04,R_Df0bMjSJ3JqD4dP,,,,,-23.9575042724609375,-46.2277984619140625,anonymous,EN,20-29,Hispanic or Latino,Male,Masters / PhD,0.05,1,,,,5,24,43723
2020-11-20 11:48:25,2020-11-20 11:50:06,IP Address,87.119.182.70,100,100,True,2020-11-20 11:50:06,R_24NKOcVXP2mgXeV,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,,,4,5,24,63272
2020-11-20 11:49:35,2020-11-20 11:50:22,Spam,170.82.222.132,100,46,True,2020-11-20 11:50:22,R_3MLnb1PRXdUb0M9,,,,,-23.9575042724609375,-46.2277984619140625,anonymous,EN,20-29,Hispanic or Latino,Male,Masters / PhD,0.05,,,,4,5,24,79644
2020-11-20 11:53:51,2020-11-20 11:54:44,IP Address,87.119.182.70,100,53,True,2020-11-20 11:54:44,R_27mb1qusfqWjKin,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,1,,,,5,24,31295
2020-11-20 12:10:03,2020-11-20 12:10:36,Spam,87.119.182.70,100,32,True,2020-11-20 12:10:36,R_1ABbQN2HF5BcPDz,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,,,4,5,24,49110
2020-11-20 12:18:05,2020-11-20 12:18:48,Spam,87.119.182.70,100,42,True,2020-11-20 12:18:48,R_TdS0HBEeLvtGH9T,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,,,4,5,24,83880
2020-11-20 12:58:49,2020-11-20 12:59:22,IP Address,87.119.182.70,100,33,True,2020-11-20 12:59:22,R_2xCOR14aoIJzus9,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,,,4,5,24,42005
2020-11-20 13:04:10,2020-11-20 13:05:04,IP Address,87.119.182.70,100,54,True,2020-11-20 13:05:04,R_3qpOHONdGjNendi,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,40-49,White,Male,Undergraduate / Associates,0.05,,2,,,5,24,40821
